V200001,V202205 - POST: Most important problems facing the country - mention 1 [text],V202207 - POST: Most important problems facing the country - mention 2 [text],V202209 - POST: Most important problems facing the country - mention 3 [text],V202211 - POST: Most important problems facing the country - most important [text]
347396,"PANDEMIC, ECOMONICS, EQUALITY",INEQUALITY SAME AS THE MEANING ONE RACE OR GENDER IS NOT TREATED EQUAL,-9,RACISM
347464,(1)Resolving the COVID-19 Pandemic,(2)Resolving the economic fallout resulting from the COVID-19 Pandemic,(3)Climate change,Resolving the COVID-19 Pandemic
347488,A movement to make this country into a Socialist//Communist Country is of great concern. Undermining the USA.  Foreign interference.  The corruption among politicians is horrific.,Building more of a Border Wall to keep out illegal immigrants.,BLM and Antifa is a threat to this democracy.  They are violent and bent on destroying cities.,Voter Fraud
347501,lack of a shared vision worsened by a purposely divisive President,climate change and the destruction or environements,affordable health care,animosity among Americans
347518,"Our economy is terrible. Especially Congress those people meet a couple times a year to make decisions about our countries well being. They get paid more then half of the people that back their backs everyday in this country how is that fair? People, me being one of them, live paycheck to paycheck every week just to make a living. But the people in Washington can sit in a chair and talk nonsense to each other and make more then Ill ever see.",-9,-1,-1
347525,"Racism, police brutality, capitalism, and no love or concern for other Americans.",-9,-1,-1
347556,Lack of understanding of basic facts and science,Inherent lack of understanding of privilege,-9,The refusal of understanding and acknowledgement of science and basic facts
347570,Leadership: The current president is lacking what it takes to lead a nation as diverse as the U.S.,Corruption: Donald Trump's government has been very corrupt from the on-set of his presidency.,-9,Leadership.
347587,covid-19 is getting out of control,the tear down of our nation with all the race hate,-9,covid-19
347662,"Primarily the inequitable economic differences between wealthy and poor.  Healthcare is needed.  Free College education.  Better support of SS and Medicare and lower drug prices.  Higher minimum wage.  Less racism. No guns! Better, less violent police held to higher standards.  Better immigration rules.  Daca.  Womens Right and uphold Roe v Wade. Better Housing.  Better Infrastructure.  Much Better Environmental Laws.  Clean Energy.  Parks.  Less oil and coal.  White Suremacist are terrorists and shoul be prosecuted as such. Address high collegevdebt.","Care of coastlines, and fisheries. More stringent hunting laws and gun laws!  Provide a life stipend forvthe poor.",Low income housing.  End Medical Insurance costs.  Much lower drug pricing.  Healthcare for all.  Honest government.  End Republican Corruption.,Corrupt Republicans and a need for universal healthcare.  The Environment.  Lower drug prices!  Free College.  College Debt.
347686,"socialism, failure to upload the law and constitution as written",-9,-1,-1
347754,economy and getting people back to work. open up,covid restrictions,political parties not willing to work together,government shutdowns
347778,-9,-1,-1,-1
347808,1. health care2. green new deal3. raise federal minimum wage4. forgiving student loan debt,-9,-1,-1
347853,Diversity from the Democrats and liberal media. Spreading hatred and pretending to care of people.,National Debt. Democrats giving free money to people will make it worse.,-9,Anger from both parties.
347891,Ecomonic  Stabilility/RecoveryPandemic,Law Enforcement Support,-9,Economy
347914,The economy as a whole,The pandimic and it's affect,-9,economy
347983,Black Loves Matter movement and the LGBTQ+ Healthcare equality movement are very important,-9,-1,-1
348009,political coruption,lying reporters,-9,political coruption
348016,"jobs, we need jobs available for people to work and pay bills, government hand outs only go so far",-9,-1,-1
348023,the Election how crooked it was,virus,-9,the election
348030,"Pandemic, because it is much worse that it should be due to the mismangement by the Trump administration.","Health care, should be a fundalmental right for all people living in this country to be covered at no cost.  It should not be run on a profit basis.",Energy.  The country needs to move forward with implementation of the Green New Deal to help solve the global warming problems.,I think universal health care coverage is the most important.
348061,"Polarization, unrest and job insecurity.",White supremacy,An increased poverty gap,The increased poverty gap.
348085,resolving the covid pandemic,strengthen the economy,-9,resolving the covide pandemic
348092,"We are in a civil war of sorts now; a war over ideas and ideals, direction and policy","Abandonment of morals and ethics. ""Righteousness exalts a nation but sin is a disgrace to any people"" Prov. 14","Globalism vs. ""America First"" approach to US policy",Abandonment of our morals and ethics.  Secular vs. faith-based culture.
348122,"Socialism -- seriously? What the problem is with that? It defies our constitution, the foundation of our REPUBLIC. If I wanted to live in a socialist country, I'd have moved to Venezuela",Freedom of speech and censorship,"2nd amendment - the 2nd amendment was created by our forefathers to help prevent oppressive government...to allow law-abiding citizens to protect themselves. This right cannot be taken away. Right there with taking away freedom of speech. Please do not destroy our country. If you don't like it, go somewhere else",THE GREAT RESET
348160,Corona Virus,Division between parties,-9,The Virus
348207,"Fake news destroyed our democracy, created civil war-like division and have destroyed the credibility of the entire system.",Forced vacinations for a pandemic that has a 95% survival rate. forced mask mandates and big government potentially taking over (if the dems get away with stealing this election),Communism taking over our country in the name of Kamala Harris and Co.,The devision and hate taking over our country. Main stream media needs to burn down.
348221,"global warming - the refusal to act on it, lack of acceptance among general puic, fear by legislators to fo anything about it. it will result in further environmental catastrophes (hurricanes, fires, pandemics) that will kills us",racial disparities - systemic racism as well as growing white nationalism,class inequality,global warming
