name,path,age,caseid,female,highest grade completed,ideology,independents,mii_1,mii_2,miiele1_code1,miiele1_code2,miiele1_code3,miiele1_code4,miiele1_code5,miiele1_code6,miiele1_code7,miiele1_code8,miiele2_code1,miiele2_code2,miiele2_code3,miiele2_code4,miiele2_code5,miiele2_code6,miiele2_code7,miiele2_code8,mip_1,mip_2,mippol1_code1,mippol1_code2,mippol1_code3,mippol1_code4,mippol1_code5,mippol1_code6,mippol1_code7,mippol1_code8,mippol1_substantive1,mippol1_substantive2,mippol1_substantive3,mippol1_substantive4,mippol1_substantive5,mippol1_substantive6,mippol1_substantive7,mippol1_substantive8,mippol2_code1,mippol2_code2,mippol2_code3,mippol2_code4,mippol2_code5,mippol2_code6,mippol2_code7,mippol2_code8,mippol2_substantive1,mippol2_substantive2,mippol2_substantive3,mippol2_substantive4,mippol2_substantive5,mippol2_substantive6,mippol2_substantive7,mippol2_substantive8,pid,pid_strong,pid_summary,txtorg_id
,,23,1052,2,11,2,-1,equility.,college tuition,37,,,,,,,,21,,,,,,,, donotknow ,<dk>,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,1,5,1,3edaa458-3386-11e3-a3e4-88532e617cea
,,91,1053,1,12,1,-1,the change x in the governmant,that we are all treated equal,49,,,,,,,,37,,,,,,,,the president ellect,to accept the change,48,,,,,,,,48,,,,,,,,71,,,,,,,,71,,,,,,,,1,1,0,3edac3c0-3386-11e3-a3e4-88532e617cea
,,64,1055,1,12,1,-1,jobs.,health care.,27,,,,,,,,24,,,,,,,,the war.,education.,4,,,,,,,,4,,,,,,,,21,,,,,,,,21,,,,,,,,1,1,0,3edb01dc-3386-11e3-a3e4-88532e617cea
,,54,1056,2,13,2,5,truth,knowledge.,71,,,,,,,,71,,,,,,,,"division, no unity.",the power is not distrubed equily.,71,,,,,,,,71,,,,,,,,45,,,,,,,,45,,,,,,,,3,-1,2,3edb2338-3386-11e3-a3e4-88532e617cea
,,48,1057,2,13,2,-1,getting another stimulus package.,economy.,55,,,,,,,,50,,,,,,,,economy.,forclosures.,50,,,,,,,,50,,,,,,,,28,,,,,,,,28,,,,,,,,1,1,0,3edb444e-3386-11e3-a3e4-88532e617cea
,,64,1058,2,12,2,-1,the economy.,jobs.,50,,,,,,,,27,,,,,,,,the economy.,jobs.,50,,,,,,,,50,,,,,,,,27,,,,,,,,27,,,,,,,,1,1,0,3edb641a-3386-11e3-a3e4-88532e617cea
,,65,1059,1,14,1,-1,economy.,war.,50,,,,,,,,4,,,,,,,,economy.,health.,50,,,,,,,,50,,,,,,,,24,,,,,,,,24,,,,,,,,1,1,0,3edb85bc-3386-11e3-a3e4-88532e617cea
,,63,1060,2,12,2,-1,economics.,jobs.,50,,,,,,,,27,,,,,,,,the war.,two many crooks.,4,,,,,,,,4,,,,,,,,31,,,,,,,,31,,,,,,,,1,5,1,3edba498-3386-11e3-a3e4-88532e617cea
,,86,1061,1,16,1,-1,that a black man has become president.,that they had a woman running for president.,48,,,,,,,,48,,,,,,,,the economy.,the big 3.,50,,,,,,,,50,,,,,,,,71,,,,,,,,71,,,,,,,,1,1,0,3edbc504-3386-11e3-a3e4-88532e617cea
,,55,1063,2,12,2,-1,economy.,economy.,50,,,,,,,,50,,,,,,,,economy.,jobs.,50,,,,,,,,50,,,,,,,,27,,,,,,,,27,,,,,,,,1,1,0,3edc02da-3386-11e3-a3e4-88532e617cea
,,54,1064,2,14,2,-1,the budget difficit.,jobs.,38,,,,,,,,27,,,,,,,,economy.,war.,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,5,1,3edc233c-3386-11e3-a3e4-88532e617cea
,,37,1067,1,12,1,-1,jobs.,education.,27,,,,,,,,21,,,,,,,,economy.,international relations.,50,,,,,,,,50,,,,,,,,13,,,,,,,,13,,,,,,,,1,1,0,3edc81a6-3386-11e3-a3e4-88532e617cea
,,83,1068,2,13,2,-1,seeing all the people getting out to vote. no matter what age or race.,i lived to see history made.,49,71,97,,,,,,71,97,,,,,,,this black man being in the white house.,people wanting this to be turned around too quick.,48,,,,,,,,48,,,,,,,,71,,,,,,,,71,,,,,,,,1,1,0,3edca118-3386-11e3-a3e4-88532e617cea
,,56,1069,1,17,1,-1,racism.,healthcare.,32,,,,,,,,24,,,,,,,,economy.,the war.,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3edcc51c-3386-11e3-a3e4-88532e617cea
,,61,1070,2,13,2,-1,economy.,getting out of the war in iraq.,50,,,,,,,,3,,,,,,,,the economy.,the war.,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3edce3ee-3386-11e3-a3e4-88532e617cea
,,82,1071,2,11,2,5,everything.,chosing a president.,70,,,,,,,,49,,,,,,,, donotknow ,<dk>,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,3,-1,2,3edd04fa-3386-11e3-a3e4-88532e617cea
,,40,1072,2,12,2,-1,economy.,healthcare.,50,,,,,,,,24,,,,,,,,the war.,economy.,4,,,,,,,,4,,,,,,,,50,,,,,,,,50,,,,,,,,1,1,0,3edd243a-3386-11e3-a3e4-88532e617cea
,,-9,1073,2,-9,2,-1,obortion.,economy.,61,,,,,,,,50,,,,,,,,terrorism ,economy.,5,,,,,,,,5,,,,,,,,50,,,,,,,,50,,,,,,,,2,5,5,3edd4316-3386-11e3-a3e4-88532e617cea
,,40,1074,1,12,1,-1,economy.,healthcare.,50,,,,,,,,24,,,,,,,,homelessness.,healthcare.,26,,,,,,,,26,,,,,,,,24,,,,,,,,24,,,,,,,,1,5,1,3edd6238-3386-11e3-a3e4-88532e617cea
,,57,1075,2,12,2,-8,changing the government,no taxes,49,,,,,,,,40,,,,,,,,the war,the economy,4,,,,,,,,4,,,,,,,,50,,,,,,,,50,,,,,,,,3,-1,-1,3edd8132-3386-11e3-a3e4-88532e617cea
,,80,1076,1,17,1,5,that obama et elected,that the government take responsiblity for the bail  out,48,,,,,,,,49,55,,,,,,,"agreement between the parties, working together","economic problems, the overnment regulating things, the government took regulations off everything.",47,,,,,,,,47,,,,,,,,45,50,,,,,,,50,45,,,,,,,3,-1,2,3edda298-3386-11e3-a3e4-88532e617cea
,,69,1077,2,10,2,-1,making sure the correct president gets in and he did,the electoral votes,48,,,,,,,,49,,,,,,,,the war in iraq,taxes,3,,,,,,,,3,,,,,,,,40,,,,,,,,40,,,,,,,,1,1,0,3eddc278-3386-11e3-a3e4-88532e617cea
,,20,1078,1,12,1,3,the war,the tax stuff,4,,,,,,,,40,,,,,,,,the war,dont know,4,,,,,,,,4,,,,,,,,95,,,,,,,,,,,,,,,,3,-1,3,3edde29e-3386-11e3-a3e4-88532e617cea
,,24,1079,1,13,1,-1,health care,the bailout,24,,,,,,,,55,,,,,,,,x not really sure,not sure,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,2,5,5,3ede01ca-3386-11e3-a3e4-88532e617cea
,,24,1080,2,14,2,5,the proposal 2,taxes,71,,,,,,,,40,,,,,,,,not sure,not sure,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,3,-1,2,3ede20ec-3386-11e3-a3e4-88532e617cea
,,23,1081,2,12,2,1,the economy,war,50,,,,,,,,4,,,,,,,,economy the money,weapons,50,55,,,,,,,50,55,,,,,,,7,,,,,,,,7,,,,,,,,3,-1,4,3ede409a-3386-11e3-a3e4-88532e617cea
,,69,1082,2,12,2,-1,to try and get the economy back where it should be,to end the war,50,,,,,,,,4,,,,,,,,selfishness,greed,71,,,,,,,,71,,,,,,,,71,,,,,,,,71,,,,,,,,1,5,1,3ede6070-3386-11e3-a3e4-88532e617cea
,,31,1084,2,12,2,-1,taxes,there is not one,40,,,,,,,,95,,,,,,,,money,ther is not anything,55,,,,,,,,55,,,,,,,,95,,,,,,,,,,,,,,,,1,5,1,3ede9edc-3386-11e3-a3e4-88532e617cea
,,49,1085,1,12,1,3,the jobs/economy,the war in iraq,27,50,,,,,,,3,,,,,,,,the bailouts,the economic down turn,55,,,,,,,,55,,,,,,,,50,,,,,,,,50,,,,,,,,5,-1,3,3edebe6c-3386-11e3-a3e4-88532e617cea
,,48,1086,1,12,1,-1,thw war in iraq,jobs in america,3,,,,,,,,27,,,,,,,,affordable healthcare,"jobs, creaing more jobs and keeping them",24,,,,,,,,24,,,,,,,,27,,,,,,,,27,,,,,,,,1,5,1,3edede56-3386-11e3-a3e4-88532e617cea
,,68,1087,1,12,1,1,get the ecomomy bcak on its feet,"jobs that are lost, get some back in the country to get back on our feet",50,,,,,,,,10,27,,,,,,,the economy,"jobs and insurance,",50,,,,,,,,50,,,,,,,,24,27,,,,,,,27,24,,,,,,,5,-1,4,3edefdfa-3386-11e3-a3e4-88532e617cea
,,25,1088,2,12,2,-1,raising taxes,getting our economy back,40,,,,,,,,50,,,,,,,,everyone loosing their jobs,everyone loosing money,27,,,,,,,,27,,,,,,,,55,,,,,,,,55,,,,,,,,1,5,1,3edf1d58-3386-11e3-a3e4-88532e617cea
,,87,1089,1,12,1,-1,economy,war in iraq,50,,,,,,,,3,,,,,,,,economy,the war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3edf3cd4-3386-11e3-a3e4-88532e617cea
,,39,1090,2,10,2,5,the economy,the war,50,,,,,,,,4,,,,,,,,the war,the defficet,4,,,,,,,,4,,,,,,,,38,,,,,,,,38,,,,,,,,3,-1,2,3edf5bba-3386-11e3-a3e4-88532e617cea
,,38,1091,1,15,1,-1,the economy,iraq,50,,,,,,,,3,,,,,,,,the economy,iraq,50,,,,,,,,50,,,,,,,,3,,,,,,,,3,,,,,,,,1,5,1,3edf7e88-3386-11e3-a3e4-88532e617cea
,,28,1092,2,12,2,5,"having a black president, all the controversy",cant think of one,48,71,,,,,,,95,,,,,,,,jobs for people,money,27,,,,,,,,27,,,,,,,,55,,,,,,,,55,,,,,,,,3,-1,2,3edf9ddc-3386-11e3-a3e4-88532e617cea
,,26,1093,1,11,1,1,the economy,health care,50,,,,,,,,24,,,,,,,,economy,health care,50,,,,,,,,50,,,,,,,,24,,,,,,,,24,,,,,,,,3,-1,4,3edfbd12-3386-11e3-a3e4-88532e617cea
,,27,1094,1,12,1,-1,having a democrat in office,economy,48,,,,,,,,50,,,,,,,,jobs,tax cut,27,,,,,,,,27,,,,,,,,40,,,,,,,,40,,,,,,,,1,1,0,3edfdd74-3386-11e3-a3e4-88532e617cea
,,88,1095,2,-9,2,-1,the war,economy,4,,,,,,,,50,,,,,,,, donotknow ,<dk>,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,1,1,0,3edffc5a-3386-11e3-a3e4-88532e617cea
,,50,1096,2,12,2,-1,healthcare,<dk>,24,,,,,,,,95,,,,,,,,recession,war,53,,,,,,,,53,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3ee01b68-3386-11e3-a3e4-88532e617cea
,,55,1097,2,16,2,1,a moral standing in the world,// i don't have a second more important one -- it all impinges on the first,64,,,,,,,,71,95,,,,,,,our loss of consciousness that god should rule in the affairs of men,"our country's abandonment of a high moral standard, that the blessings of democracy can only flourish upon a people who rely on the grace of god as laid out in the bible",64,,,,,,,,64,,,,,,,,64,,,,,,,,64,,,,,,,,5,-1,4,3ee03ae4-3386-11e3-a3e4-88532e617cea
,,50,1098,1,14,1,3,size of government,the social agenda of the government,39,,,,,,,,49,,,,,,,,lack of leadership,foreign relations,71,,,,,,,,71,,,,,,,,13,,,,,,,,13,,,,,,,,3,-1,3,3ee05c7c-3386-11e3-a3e4-88532e617cea
,,36,1100,2,16,2,5,the economy,the war,50,,,,,,,,4,,,,,,,,the economy,health care,50,,,,,,,,50,,,,,,,,24,,,,,,,,24,,,,,,,,3,-1,2,3ee09a2a-3386-11e3-a3e4-88532e617cea
,,47,1101,1,14,1,-1,conservation,the war,71,,,,,,,,4,,,,,,,,the two parties working together,having enough money to do all that's needed,47,,,,,,,,47,,,,,,,,55,,,,,,,,55,,,,,,,,1,5,1,3ee0b9a6-3386-11e3-a3e4-88532e617cea
,,34,1102,2,16,2,-1,getting a democrat in office,the war,48,,,,,,,,4,,,,,,,,"budget, money",the war,38,55,,,,,,,38,55,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3ee0da26-3386-11e3-a3e4-88532e617cea
,,51,1103,1,15,1,-1,economic recovery,the war,50,,,,,,,,4,,,,,,,,the recession,the war,53,,,,,,,,53,,,,,,,,4,,,,,,,,4,,,,,,,,1,5,1,3ee0f998-3386-11e3-a3e4-88532e617cea
,,45,1104,1,14,1,5,health care,the economy -- what they're going to do with it,24,,,,,,,,50,55,,,,,,,getting the economy back,get the troops back home,50,,,,,,,,50,,,,,,,,7,,,,,,,,7,,,,,,,,3,-1,2,3ee119aa-3386-11e3-a3e4-88532e617cea
,,41,1105,1,13,1,5,economics -- we need more jobs,education,27,50,,,,,,,21,,,,,,,,terrorism,economics,5,,,,,,,,5,,,,,,,,50,,,,,,,,50,,,,,,,,3,-1,2,3ee13af2-3386-11e3-a3e4-88532e617cea
,,33,1106,2,14,2,-1,ending the war in iraq,climate change,3,,,,,,,,17,,,,,,,,the economy,health care,50,,,,,,,,50,,,,,,,,24,,,,,,,,24,,,,,,,,1,1,0,3ee159ba-3386-11e3-a3e4-88532e617cea
,,50,1107,2,14,2,3,equal rights for gay and lesbian people,abortion rights,68,,,,,,,,61,,,,,,,,our perceived problem with terrorists and the illegal wars we create because of that perception,the economy,4,5,,,,,,,5,4,,,,,,,50,,,,,,,,50,,,,,,,,3,-1,3,3ee179b8-3386-11e3-a3e4-88532e617cea
,,28,1108,2,17,2,-1,economy,a job//,50,,,,,,,,27,,,,,,,,financing,the war//,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3ee19cae-3386-11e3-a3e4-88532e617cea
,,39,1109,1,12,1,1,pro-life,economy,61,,,,,,,,50,,,,,,,,right to life; the issue of abortion,the economy,61,,,,,,,,61,,,,,,,,50,,,,,,,,50,,,,,,,,3,-1,4,3ee1bca2-3386-11e3-a3e4-88532e617cea
,,63,1110,1,14,1,5,to bring back lost jobs from overseas,to stop the breakdown of the economy,10,,,,,,,,50,,,,,,,,we have to get control of our economy to show the world we are as strong as we claim we are; there have been many instances recently when they  the world  have said we're falling apart,"we have to re-regulate the financial institutions, because they aren't to be trusted",13,50,,,,,,,50,13,,,,,,,50,55,,,,,,,50,55,,,,,,,3,-1,2,3ee1df2a-3386-11e3-a3e4-88532e617cea
,,37,1111,2,17,2,5,the iraq war,health care for the uninsured,3,,,,,,,,24,,,,,,,,what to do to help the economy,the number of homeless children,50,,,,,,,,50,,,,,,,,26,,,,,,,,26,,,,,,,,3,-1,2,3ee20540-3386-11e3-a3e4-88532e617cea
,,52,1112,1,16,1,3,the economy,the war on terror,50,,,,,,,,5,,,,,,,,how to enable the economy to grow again,"the war on terror; it's a very complex problem; it's not just fighting a war in one country such as iraq; it's an overall security against terrorists, whoever they are",50,,,,,,,,50,,,,,,,,3,5,,,,,,,5,3,,,,,,,3,-1,3,3ee225b6-3386-11e3-a3e4-88532e617cea
,,80,1113,2,13,2,1,the economy,the war in iraq,50,,,,,,,,3,,,,,,,,"our interaction with other countries   sometimes we interfere too much -- not because we're good hearted, but for political reasons",the economy//,13,,,,,,,,13,,,,,,,,50,,,,,,,,50,,,,,,,,3,-1,4,3ee2465e-3386-11e3-a3e4-88532e617cea
,,74,1114,2,12,2,5,jobs and the economy,getting us out of iraq,27,50,,,,,,,3,,,,,,,,terrorists,all the homes in foreclosures and people out of work,5,,,,,,,,5,,,,,,,,27,28,,,,,,,28,27,,,,,,,3,-1,2,3ee268fa-3386-11e3-a3e4-88532e617cea
,,40,1115,2,14,2,-1,making more jobs,health care,27,,,,,,,,24,,,,,,,,the war,the deficit,4,,,,,,,,4,,,,,,,,38,,,,,,,,38,,,,,,,,1,1,0,3ee288d0-3386-11e3-a3e4-88532e617cea
,,44,1116,2,16,2,5,the economy,the unemployment rate that is increasing,50,,,,,,,,27,,,,,,,,our economy,the unemployment problem,50,,,,,,,,50,,,,,,,,27,,,,,,,,27,,,,,,,,3,-1,2,3ee2e924-3386-11e3-a3e4-88532e617cea
,,31,1117,2,17,2,-1,"the state constitutional amendment -- for the clean water, land and legacy; to raise the sales tax for money for clean water, conservation;",who would be better for the economy in general,18,37,40,71,,,,,48,50,,,,,,,the economy,"foreign policy issues, including the war and terrorism",50,,,,,,,,50,,,,,,,,4,5,13,,,,,,13,4,5,,,,,,2,5,5,3ee363a4-3386-11e3-a3e4-88532e617cea
,,93,1118,1,12,1,-1,the economy,abortion,50,,,,,,,,61,,,,,,,,the economy,the military,50,,,,,,,,50,,,,,,,,7,,,,,,,,7,,,,,,,,2,1,6,3ee3d758-3386-11e3-a3e4-88532e617cea
,,58,1119,2,16,2,1,economy,homeland security,50,,,,,,,,5,,,,,,,,economy,homeland security or terrorism,50,,,,,,,,50,,,,,,,,5,,,,,,,,5,,,,,,,,3,-1,4,3ee44b3e-3386-11e3-a3e4-88532e617cea
,,48,1120,1,14,1,-1,taxes,"2nd amendment rights, gun ownership",40,,,,,,,,35,37,,,,,,,that we're half and half -- the country is split; we're gridlocked,the economy,47,48,,,,,,,47,48,,,,,,,50,,,,,,,,50,,,,,,,,2,1,6,3ee4b150-3386-11e3-a3e4-88532e617cea
,,64,1121,2,15,2,-1,the economy,world peace,50,,,,,,,,7,,,,,,,,the economy,the war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3ee4f4d0-3386-11e3-a3e4-88532e617cea
,,91,1122,2,12,2,-1,obamas background,obamas goals,48,,,,,,,,48,,,,,,,,people cheating,election process,71,,,,,,,,71,,,,,,,,49,,,,,,,,49,,,,,,,,1,1,0,3ee51438-3386-11e3-a3e4-88532e617cea
,,31,1123,1,16,1,-1,the economy,energy,50,,,,,,,,16,,,,,,,,economy,foreign policy,50,,,,,,,,50,,,,,,,,13,,,,,,,,13,,,,,,,,2,1,6,3ee533b4-3386-11e3-a3e4-88532e617cea
,,91,1124,2,14,2,-1,don't know of any,don't know any,95,,,,,,,,95,,,,,,,,financial problems,political leadership,50,,,,,,,,50,,,,,,,,49,,,,,,,,49,,,,,,,,2,1,6,3ee552f4-3386-11e3-a3e4-88532e617cea
,,36,1126,1,15,1,-1,//national defense,the economy,7,,,,,,,,50,,,,,,,,national defense,the economy,7,,,,,,,,7,,,,,,,,50,,,,,,,,50,,,,,,,,2,1,6,3ee592c8-3386-11e3-a3e4-88532e617cea
,,37,1127,1,16,1,-1,the economy,foreign policy,50,,,,,,,,13,,,,,,,,bipartisan,budgeting,47,,,,,,,,47,,,,,,,,38,,,,,,,,38,,,,,,,,2,5,5,3ee5b262-3386-11e3-a3e4-88532e617cea
,,20,1128,2,12,2,-1,the rights of abortion being legal,homosexuals should not be allowed to adopt children,61,,,,,,,,66,68,,,,,,,debate on troop redrawal from iraq,the economy money,3,,,,,,,,3,,,,,,,,50,55,,,,,,,50,55,,,,,,,2,1,6,3ee5d166-3386-11e3-a3e4-88532e617cea
,,54,1129,1,13,1,-1,economy,the war in iraq,50,,,,,,,,3,,,,,,,,the economy,illigal aliens,50,,,,,,,,50,,,,,,,,41,,,,,,,,41,,,,,,,,2,1,6,3ee5f1a0-3386-11e3-a3e4-88532e617cea
,,30,1130,1,15,1,-1,foreign policy,healthcare,13,,,,,,,,24,,,,,,,,unemployment,the war operation in iraq,27,,,,,,,,27,,,,,,,,3,,,,,,,,3,,,,,,,,1,1,0,3ee61072-3386-11e3-a3e4-88532e617cea
,,82,1131,2,12,2,-1,the war //in iraq,health care,3,4,,,,,,,24,,,,,,,,the economy,don't know//energy//no,50,,,,,,,,50,,,,,,,,16,95,96,,,,,,16,,,,,,,,1,5,1,3ee62f9e-3386-11e3-a3e4-88532e617cea
,,59,1132,1,16,1,1,abortion rights,gay rights,61,,,,,,,,68,,,,,,,,economy,iraq,50,,,,,,,,50,,,,,,,,3,,,,,,,,3,,,,,,,,3,-1,4,3ee650e6-3386-11e3-a3e4-88532e617cea
,,31,1133,1,17,1,-1,economy,war in iraq//war on terror,50,,,,,,,,3,5,,,,,,,economy,the on terror,50,,,,,,,,50,,,,,,,,5,,,,,,,,5,,,,,,,,1,1,0,3ee66ff4-3386-11e3-a3e4-88532e617cea
,,60,1134,2,11,2,-1,health care,getting our guys out of iraq,24,,,,,,,,3,7,,,,,,,trying to get this world back on track  i would like to see this nation come out to be fair to all nice to each other we know where we have been and where we are going  no,economy//no,71,96,,,,,,,71,,,,,,,,50,,,,,,,,50,,,,,,,,1,5,1,3ee68f66-3386-11e3-a3e4-88532e617cea
,,45,1135,1,16,1,5,economy,terrorism,50,,,,,,,,5,,,,,,,,economy,terrorism,50,,,,,,,,50,,,,,,,,5,,,,,,,,5,,,,,,,,3,-1,2,3ee6b720-3386-11e3-a3e4-88532e617cea
,,46,1136,1,13,1,-1,the economy,the war in iraq,50,,,,,,,,3,,,,,,,,ending the war in iraq,healthcare,3,,,,,,,,3,,,,,,,,24,,,,,,,,24,,,,,,,,1,5,1,3ee6d7dc-3386-11e3-a3e4-88532e617cea
,,33,1137,1,12,1,-1,getting the economy back right,more jobs,50,,,,,,,,27,,,,,,,,economy,the war in iraq,50,,,,,,,,50,,,,,,,,3,,,,,,,,3,,,,,,,,1,5,1,3ee6f848-3386-11e3-a3e4-88532e617cea
,,21,1138,2,14,2,-1,the security of barack obama,the black have a voice and how they came together to vote in this election,48,49,,,,,,,32,49,,,,,,,economics statues,the war in iraq,50,,,,,,,,50,,,,,,,,3,,,,,,,,3,,,,,,,,1,1,0,3ee717d8-3386-11e3-a3e4-88532e617cea
,,30,1139,2,16,2,5,economy,foreign affairs,50,,,,,,,,13,,,,,,,,the economy,war in iraq,50,,,,,,,,50,,,,,,,,3,,,,,,,,3,,,,,,,,3,-1,2,3ee739fc-3386-11e3-a3e4-88532e617cea
,,39,1140,2,16,2,5,education reform and jobs,health care,21,27,,,,,,,24,,,,,,,,healthcare & economy,jobs and health care,24,50,,,,,,,24,50,,,,,,,24,27,,,,,,,27,24,,,,,,,3,-1,2,3ee75c0c-3386-11e3-a3e4-88532e617cea
,,42,1141,2,12,2,-1,health care,jobs,24,,,,,,,,27,,,,,,,,economy,war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3ee77b38-3386-11e3-a3e4-88532e617cea
,,61,1142,2,14,2,-1,the person that was running//a change that they represent that makes you have a better outlook-hope for our country,that you can see posssibilities for people of color that was not there before,49,71,,,,,,,32,,,,,,,,the economy,unemployment,50,,,,,,,,50,,,,,,,,27,,,,,,,,27,,,,,,,,1,1,0,3ee79af0-3386-11e3-a3e4-88532e617cea
,,56,1143,2,11,2,-1,president,change,48,,,,,,,,71,,,,,,,,economy,military,50,,,,,,,,50,,,,,,,,7,,,,,,,,7,,,,,,,,1,1,0,3ee7bc42-3386-11e3-a3e4-88532e617cea
,,66,1144,2,17,2,-1,change for the nation,the first african american to be elected.,49,,,,,,,,48,,,,,,,,economy,the deficit,50,,,,,,,,50,,,,,,,,38,,,,,,,,38,,,,,,,,1,1,0,3ee7dccc-3386-11e3-a3e4-88532e617cea
,,38,1146,2,17,2,-1,the economy,the war in iraq and afganhistaqn,50,,,,,,,,2,3,,,,,,,the economy,the war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3ee81b88-3386-11e3-a3e4-88532e617cea
,,41,1147,2,12,2,-1,economy,home owners,50,,,,,,,,28,,,,,,,,economy,"home owner, morgage, bank closing",50,,,,,,,,50,,,,,,,,28,55,,,,,,,28,55,,,,,,,1,1,0,3ee83abe-3386-11e3-a3e4-88532e617cea
,,70,1148,2,12,2,-1,economy,war,50,,,,,,,,4,,,,,,,,economy,war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3ee859cc-3386-11e3-a3e4-88532e617cea
,,28,1149,1,12,1,-1,the president,the government,48,,,,,,,,49,,,,,,,,economy,healthcare,50,,,,,,,,50,,,,,,,,24,,,,,,,,24,,,,,,,,1,1,0,3ee87808-3386-11e3-a3e4-88532e617cea
,,20,1150,2,13,2,-1,education,affordable healthcare,21,,,,,,,,24,,,,,,,,unemployment,healthcare,27,,,,,,,,27,,,,,,,,24,,,,,,,,24,,,,,,,,1,1,0,3ee89860-3386-11e3-a3e4-88532e617cea
,,37,1151,-4,14,-4,-1,health ins,economy,24,,,,,,,,50,,,,,,,,taxes,health ins,40,,,,,,,,40,,,,,,,,24,,,,,,,,24,,,,,,,,1,1,0,3ee8b8e0-3386-11e3-a3e4-88532e617cea
,,48,1152,2,10,2,3,welfare,medicade,25,,,,,,,,23,,,,,,,,unemployment,crime,27,,,,,,,,27,,,,,,,,31,,,,,,,,31,,,,,,,,5,-1,3,3ee8d816-3386-11e3-a3e4-88532e617cea
,,60,1153,1,14,1,-1,change,jobs =====the economy,71,,,,,,,,27,50,,,,,,,the wars,inflation,4,,,,,,,,4,,,,,,,,54,,,,,,,,54,,,,,,,,1,1,0,3ee8fb20-3386-11e3-a3e4-88532e617cea
,,88,1154,1,11,1,-1,i dont know how to answer// the election,i dont know of anything,49,95,,,,,,,95,,,,,,,,the economy,i dont know,50,,,,,,,,50,,,,,,,,95,,,,,,,,,,,,,,,,1,5,1,3ee91a2e-3386-11e3-a3e4-88532e617cea
,,29,1155,1,13,1,-1,obama winning,that the democrats won,48,49,,,,,,,48,,,,,,,,the economy,the war in iraq,50,,,,,,,,50,,,,,,,,3,,,,,,,,3,,,,,,,,1,1,0,3ee939be-3386-11e3-a3e4-88532e617cea
,,44,1156,2,14,2,-1,social security//a raise for our senior citizens,abortion,29,30,,,,,,,61,,,,,,,,morality,economics,64,,,,,,,,64,,,,,,,,50,,,,,,,,50,,,,,,,,1,5,1,3ee95976-3386-11e3-a3e4-88532e617cea
,,25,1157,1,12,1,-1,that we had a black candidate running for president,that he did win,48,,,,,,,,48,,,,,,,,economy1,money,50,,,,,,,,50,,,,,,,,55,,,,,,,,55,,,,,,,,1,1,0,3ee978de-3386-11e3-a3e4-88532e617cea
,,66,1158,2,11,2,-1,people that were running,lady that was running,49,,,,,,,,48,,,,,,,, donotknow ,<dk>,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,1,5,1,3ee9985a-3386-11e3-a3e4-88532e617cea
,,19,1159,2,12,2,-1,about the school teacher,republicans,21,,,,,,,,48,,,,,,,,how you rate people,abortion,71,,,,,,,,71,,,,,,,,61,,,,,,,,61,,,,,,,,2,1,6,3ee9b7c2-3386-11e3-a3e4-88532e617cea
,,74,1160,2,9,2,-1,economy,debt,50,,,,,,,,38,,,,,,,,economy,military,50,,,,,,,,50,,,,,,,,7,,,,,,,,7,,,,,,,,1,1,0,3ee9d838-3386-11e3-a3e4-88532e617cea
,,53,1161,2,12,2,1,economy,education,50,,,,,,,,21,,,,,,,,economy,taxes,50,,,,,,,,50,,,,,,,,40,,,,,,,,40,,,,,,,,3,-1,4,3ee9f8e0-3386-11e3-a3e4-88532e617cea
,,24,1162,1,14,1,3,oil field,welfare,16,,,,,,,,25,,,,,,,,loss of jobs,welfare,27,,,,,,,,27,,,,,,,,25,,,,,,,,25,,,,,,,,3,-1,3,3eea17f8-3386-11e3-a3e4-88532e617cea
,,35,1163,2,13,2,-1,economy,war,50,,,,,,,,4,,,,,,,,economy,war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3eea3706-3386-11e3-a3e4-88532e617cea
,,66,1164,1,12,1,-1,economy,war,50,,,,,,,,4,,,,,,,,jobs,budget,27,,,,,,,,27,,,,,,,,38,,,,,,,,38,,,,,,,,1,1,0,3eea5646-3386-11e3-a3e4-88532e617cea
